,Unnamed: 0,url,book,author
3,3,http://lib.ru/INPROZ/FLOBER/antonij.txt,Искушение святого Антония,Флобер Гюстав
4,4,http://lib.ru/INPROZ/FLOBER/lexicon.txt,Лексикон прописных истин,Флобер Гюстав
5,5,http://lib.ru/INPROZ/FLOBER/dusha.txt,Простая душа,Флобер Гюстав
6,6,http://lib.ru/INPROZ/FLOBER/flober.jpg,flober.jpg,Флобер Гюстав
0,0,http://lib.ru/INOFANT/CHERRI/morgain1.txt,1. Врата Иврел,"Черри, Кэролайн"
1,1,http://lib.ru/INOFANT/CHERRI/morgain2.txt,2. Источник Шиюна,"Черри, Кэролайн"
2,2,http://lib.ru/INOFANT/CHERRI/morgain3.txt,3. Огни Азерота,"Черри, Кэролайн"
3,3,http://lib.ru/INOFANT/CHERRI/rusalka.txt,1. Русалка,"Черри, Кэролайн"
4,4,http://lib.ru/INOFANT/CHERRI/chernev.txt,2. Черневог,"Черри, Кэролайн"
5,5,http://lib.ru/INOFANT/CHERRI/downbelo.txt,1. Последняя база,"Черри, Кэролайн"
6,6,http://lib.ru/INOFANT/CHERRI/serpent.txt,1. Район змеи,"Черри, Кэролайн"
7,7,http://lib.ru/INOFANT/CHERRI/faded_1.txt,1. Угасающее солнце: Кесрит,"Черри, Кэролайн"
8,8,http://lib.ru/INOFANT/CHERRI/faded_2.txt,2. Угасающее солнце: Шон'джир,"Черри, Кэролайн"
9,9,http://lib.ru/INOFANT/CHERRI/faded_3.txt,3. Угасающее солнце: Кутат,"Черри, Кэролайн"
10,10,http://lib.ru/INOFANT/CHERRI/tower.txt,Последняя башня,"Черри, Кэролайн"
11,11,http://lib.ru/INOFANT/CHERRI/wings.txt,Крылья,"Черри, Кэролайн"
12,12,http://lib.ru/INOFANT/CHERRI/kassandra.txt,Кассандра,"Черри, Кэролайн"
0,0,http://lib.ru/INOFANT/HOJL/andromeda.txt,"Ф.Хойл,Д.Эллиот. Андромеда","Хойл, Фред"
1,1,http://lib.ru/INOFANT/HOJL/cloud.txt,Черное облако,"Хойл, Фред"
2,2,http://lib.ru/INOFANT/HOJL/http://www.astrologos.ru/AstroLogos_Library/EgoGene,"Фред Хойл на сайте ""Астрологос""","Хойл, Фред"
0,0,http://lib.ru/INPROZ/MARSHALL/luzhi.txt,Я умею прыгать через лужи,Маршалл Алан
1,1,http://lib.ru/INPROZ/MARSHALL/trawa.txt,Это трава,Маршалл Алан
2,2,http://lib.ru/INPROZ/MARSHALL/heart.txt,В сердце моем,Маршалл Алан
3,3,http://lib.ru/INPROZ/MARSHALL/marshall3.txt,"Из сборника ""Расскажи про индюка, Джо""",Маршалл Алан
4,4,http://lib.ru/INPROZ/MARSHALL/marshall4.txt,"Из сборника ""Как я сталкивался с приятелем""",Маршалл Алан
5,5,http://lib.ru/INPROZ/MARSHALL/marshall4b.txt,"Из сборника ""Как ты там, Энди?""",Маршалл Алан
6,6,http://lib.ru/INPROZ/MARSHALL/marshall5.txt,"Из сборника ""Короткие рассказы""",Маршалл Алан
7,7,http://lib.ru/INPROZ/MARSHALL/marshall6.txt,"Из сборника ""Молотами по наковальне""",Маршалл Алан
8,8,http://lib.ru/INPROZ/MARSHALL/marshall7.txt,"Из сборника ""Австралия Алана Маршалла""",Маршалл Алан
9,9,http://lib.ru/INPROZ/MARSHALL/marshall8.txt,Мы такие же люди,Маршалл Алан
10,10,http://lib.ru/INPROZ/MARSHALL/marshall9.txt,Статьи,Маршалл Алан
11,11,http://lib.ru/INPROZ/MARSHALL/marshall2.txt,О себе,Маршалл Алан
12,12,http://lib.ru/INPROZ/MARSHALL/marshall1.txt,Ю.Л.Рознатовская. ...но сердце нашло дорогу и цель...,Маршалл Алан
0,0,http://lib.ru/INOFANT/PARK_S/r_park_severna.txt,Лекарство от всего,"Парк, Северна"
1,1,http://lib.ru/INOFANT/PARK_S/r_park_the_three_unknowns.txt,Три загадки,"Парк, Северна"
0,0,http://lib.ru/INPROZ/DAL/choko.txt,Чарли и шоколадная фабрика,Даль Роальд
1,1,http://lib.ru/INPROZ/DAL/patrik.txt,Убийство Патрика Мэлони,Даль Роальд
2,2,http://lib.ru/INPROZ/DAL/r_krysolow.txt,Крысолов,Даль Роальд
3,3,http://lib.ru/INPROZ/DAL/dal3.txt,Дорога в рай,Даль Роальд
4,4,http://lib.ru/INPROZ/DAL/r_host.txt,Хозяйка,Даль Роальд
5,5,http://lib.ru/INPROZ/DAL/r_man.txt,Человек с юга,Даль Роальд
6,6,http://lib.ru/INPROZ/DAL/r_ramminz.txt,Рамминз,Даль Роальд
7,7,http://lib.ru/INPROZ/DAL/r_soldat.txt,Солдат,Даль Роальд
8,8,http://lib.ru/INPROZ/DAL/r_taste.txt,Вкус,Даль Роальд
9,9,http://lib.ru/INPROZ/DAL/r_mashina.txt,Звуковая машина,Даль Роальд
10,10,http://lib.ru/INPROZ/DAL/r_champion.txt,Чемпион браконьеров,Даль Роальд
11,11,http://lib.ru/INPROZ/DAL/r_swin.txt,Свинья,Даль Роальд
12,12,http://lib.ru/INPROZ/DAL/http://members.aol.com/anatar1/,Роальд Даль на странице А.Тарасова,Даль Роальд
0,0,http://lib.ru/TALES/SLABYJ/tri_banana.txt,"Три банана, или Петр на сказочной планете",Зденек Слабый. Три банана
0,0,http://lib.ru/INOFANT/../GOWARD/conan.txt,"Конан, варвар из Киммерии",Сага о Конане
1,1,http://lib.ru/INOFANT/../GOWARD/hellpig.txt,Голуби преисподней,Сага о Конане
2,2,http://lib.ru/INOFANT/../GOWARD/almarik.txt,Альмарик,Сага о Конане
3,3,http://lib.ru/INOFANT/../GOWARD/mechi.txt,Мечи пурпурного царства,Сага о Конане
4,4,http://lib.ru/INOFANT/../GOWARD/rasskazy.txt,Рассказы,Сага о Конане
5,5,http://lib.ru/INOFANT/../GOWARD/roof.txt,Тварь на крыше,Сага о Конане
6,6,http://lib.ru/INOFANT/../GOWARD/mech.txt,Меч Скелоса,Сага о Конане
7,7,http://lib.ru/INOFANT/../GOWARD/four_elements.txt,"Р.Говард,С.Перри. Конан и четыре стихии",Сага о Конане
8,8,http://lib.ru/INOFANT/../GOWARD/sklep.txt,"Лин Картер, Спрэг де Камп. Тварь в склепе",Сага о Конане
9,9,http://lib.ru/INOFANT/../GOWARD/thing.txt,"Лин Картер, Спрэг де Камп. Тварь в склепе (др.перевод)",Сага о Конане
10,10,http://lib.ru/INOFANT/../GOWARD/wetry.txt,"Лин Картер, Спрег де Камп. Ветры Аквилонии",Сага о Конане
11,11,http://lib.ru/INOFANT/../GOWARD/../DECAMP/konanwoin.txt,Спрэг де Камп. Конан-воин,Сага о Конане
12,12,http://lib.ru/INOFANT/../GOWARD/goddess.txt,Дуглас Брайан. Диадема богини,Сага о Конане
13,13,http://lib.ru/INOFANT/../GOWARD/conan_22.txt,Дуглас Брайан. Золото гномов,Сага о Конане
14,14,http://lib.ru/INOFANT/../GOWARD/conan_16.txt,Стив Перри. Хозяин тумана,Сага о Конане
15,15,http://lib.ru/INOFANT/../GOWARD/conan_17.txt,Стив Перри. Цена победы,Сага о Конане
16,16,http://lib.ru/INOFANT/../GOWARD/conan_01.txt,Джон Маддокс Робертс. Конан: не знающий страха,Сага о Конане
17,17,http://lib.ru/INOFANT/../GOWARD/polkowodec.txt,Леонард Карпентер. Полководец,Сага о Конане
18,18,http://lib.ru/INOFANT/../GOWARD/conan_18.txt,Леонард Карпентер. На запретном берегу,Сага о Конане
19,19,http://lib.ru/INOFANT/../GOWARD/conan_19.txt,Леонард Карпентер. Путь воина,Сага о Конане
20,20,http://lib.ru/INOFANT/../GOWARD/conan_20.txt,Роланд Грин. У ворот зла,Сага о Конане
21,21,http://lib.ru/INOFANT/../GOWARD/conan_02.txt,Роланд Грин. Конан: против Звездного братства,Сага о Конане
22,22,http://lib.ru/INOFANT/../GOWARD/../ANDERSON/conan_12.txt,Пол Андерсон. Секира света,Сага о Конане
23,23,http://lib.ru/INOFANT/../GOWARD/../JORDAN/conan_10.txt,Роберт Джордан. Конан и огненный зверь,Сага о Конане
24,24,http://lib.ru/INOFANT/../GOWARD/../JORDAN/conan_13.txt,Роберт Джордан. Ловушка для демона,Сага о Конане
25,25,http://lib.ru/INOFANT/../GOWARD/../JORDAN/konanza.txt,Роберт Джордан. Ловушка для демона,Сага о Конане
26,26,http://lib.ru/INOFANT/../GOWARD/conan_21.txt,Драгоценности Гуахаура,Сага о Конане
27,27,http://lib.ru/INOFANT/../GOWARD/konaniana.txt,"Юрий Котилевский. Текстография ""Саги о Конане""",Сага о Конане
0,0,http://lib.ru/RUSS_DETEKTIW/GAJDUKOW/vendetta.txt,Вендетта по-русски (фрагмент),Гайдуков Сергей
0,0,http://lib.ru/RUFANT/ZABELLO/robinzon.txt,Планета для робинзонов,Забелло Юрий
0,0,http://lib.ru/NEWPROZA/LATYNIN_L/zhertw1.txt,Жертвоприношение,Латынин Леонид
1,1,http://lib.ru/NEWPROZA/LATYNIN_L/zhertw2.txt,Берлога,Латынин Леонид
2,2,http://lib.ru/NEWPROZA/LATYNIN_L/zhertw3.txt,Гример и муза,Латынин Леонид
3,3,http://lib.ru/NEWPROZA/LATYNIN_L/../../RUFANT/LATYNINA/,Юлия Латынина,Латынин Леонид
4,4,http://lib.ru/NEWPROZA/LATYNIN_L/http://www.vekperevoda.com,"""Век перевода""",Латынин Леонид
0,0,http://lib.ru/FILOSOF/../INOOLD/OKKAM/okkam.txt,Отрывки,Уильям Оккам
0,0,http://lib.ru/INOFANT/../VOGT/imperat.txt,Империя атома,"Вогт, Ван"
1,1,http://lib.ru/INOFANT/../VOGT/battle.txt,И вечный бой...,"Вогт, Ван"
2,2,http://lib.ru/INOFANT/../VOGT/asylum.txt,Жизненная сила,"Вогт, Ван"
3,3,http://lib.ru/INOFANT/../VOGT/house.txt,Обитель вечности,"Вогт, Ван"
4,4,http://lib.ru/INOFANT/../VOGT/oruzheni.txt,Оружейники,"Вогт, Ван"
5,5,http://lib.ru/INOFANT/../VOGT/vogt2.txt,Оружейные магазины Ишера,"Вогт, Ван"
6,6,http://lib.ru/INOFANT/../VOGT/2b-08.txt,Торговый дом оружейников (др. перевод),"Вогт, Ван"
7,7,http://lib.ru/INOFANT/../VOGT/nula.txt,1. Мир нуль-А,"Вогт, Ван"
8,8,http://lib.ru/INOFANT/../VOGT/nula2.txt,2. Пешки ноль-А,"Вогт, Ван"
9,9,http://lib.ru/INOFANT/../VOGT/ptath.txt,Библия Пта,"Вогт, Ван"
10,10,http://lib.ru/INOFANT/../VOGT/reid.txt,Рейд к звездам,"Вогт, Ван"
11,11,http://lib.ru/INOFANT/../VOGT/thousand.txt,Человек с тысячью лиц,"Вогт, Ван"
12,12,http://lib.ru/INOFANT/../VOGT/barbaria.txt,Варвар,"Вогт, Ван"
13,13,http://lib.ru/INOFANT/../VOGT/blkdestr.txt,Черный хищник,"Вогт, Ван"
14,14,http://lib.ru/INOFANT/../VOGT/fulfilme.txt,Завершение,"Вогт, Ван"
15,15,http://lib.ru/INOFANT/../VOGT/grosvenf.txt,"Путешествие ""Космической гончей""","Вогт, Ван"
16,16,http://lib.ru/INOFANT/../VOGT/00-36.txt,Зачарованная деревня,"Вогт, Ван"
17,17,http://lib.ru/INOFANT/../VOGT/06-23.txt,Не только мертвые,"Вогт, Ван"
18,18,http://lib.ru/INOFANT/../VOGT/08-57.txt,Питон и крыса,"Вогт, Ван"
19,19,http://lib.ru/INOFANT/../VOGT/31-17.txt,Вечный эрзац,"Вогт, Ван"
20,20,http://lib.ru/INOFANT/../VOGT/chasy.txt,Часы времени,"Вогт, Ван"
21,21,http://lib.ru/INOFANT/../VOGT/vogt4.txt,Чудовище,"Вогт, Ван"
22,22,http://lib.ru/INOFANT/../VOGT/snak_rat.txt,Змея и крыса,"Вогт, Ван"
23,23,http://lib.ru/INOFANT/../VOGT/van-vogt.txt,Защита,"Вогт, Ван"
24,24,http://lib.ru/INOFANT/../VOGT/vogt03.txt,Оборона,"Вогт, Ван"
25,25,http://lib.ru/INOFANT/../VOGT/awaken.txt,Пробуждение,"Вогт, Ван"
26,26,http://lib.ru/INOFANT/../VOGT/r_bukolika.txt,Буколика,"Вогт, Ван"
0,0,http://lib.ru/INPROZ/DOMAL/gora.txt,Гора Аналог,Домаль Рене
0,0,http://lib.ru/INPROZ/KARER_E/usy.txt,Усы,Каррер Эммануэль
0,0,http://lib.ru/INPROZ/../INOSTRHIST/KLAVELL/tajpen.txt,Тай-Пэн: Роман о Гонконге,Клавелл Джеймс
1,1,http://lib.ru/INPROZ/../INOSTRHIST/KLAVELL/segun.txt,"Сегун (части 1,2)",Клавелл Джеймс
2,2,http://lib.ru/INPROZ/../INOSTRHIST/KLAVELL/segun34.txt,"Сегун (части 3,4)",Клавелл Джеймс
3,3,http://lib.ru/INPROZ/../INOSTRHIST/KLAVELL/segun56.txt,"Сегун (части 5,6)",Клавелл Джеймс
0,0,http://lib.ru/INPROZ/ANDAHAZI/anatom.txt,Анатом,Андахази Фредерико
0,0,http://lib.ru/PROZA/RASPUTIN/dengi.txt,Деньги для Марии,Распутин Валентин
1,1,http://lib.ru/PROZA/RASPUTIN/matera.txt,Прощание с Матерой,Распутин Валентин
2,2,http://lib.ru/PROZA/RASPUTIN/pozhar.txt,Пожар,Распутин Валентин
3,3,http://lib.ru/PROZA/RASPUTIN/rasputin_zhivi.txt,Живи и помни,Распутин Валентин
4,4,http://lib.ru/PROZA/RASPUTIN/frag_ivan.txt,"Дочь Ивана, мать Ивана (фрагмент)",Распутин Валентин
5,5,http://lib.ru/PROZA/RASPUTIN/http://magazines.russ.ru/novyi_mi/2000/5/solgen.html,Солженицын о Распутине,Распутин Валентин
6,6,http://lib.ru/PROZA/RASPUTIN/http://nashsovr.aihs.net/p.php?y=2003&n=11&id=1,"Дочь Ивана, мать Ивана (фрагмент в Нашем Современнике)",Распутин Валентин
0,0,http://lib.ru/NEWPROZA/PUSHKAR_D/rodina.txt,За Родину и все такое,Пушкарь Дмитрий
0,0,http://lib.ru/INOFANT/../ANDERSON/wremqogn.txt,Время огня,"Андерсон, Пол"
1,1,http://lib.ru/INOFANT/../ANDERSON/DolgayaDorogaDomoy.txt,Долгая дорога домой,"Андерсон, Пол"
2,2,http://lib.ru/INOFANT/../ANDERSON/ensign.txt,Мичман Флэндри,"Андерсон, Пол"
3,3,http://lib.ru/INOFANT/../ANDERSON/VoinstvenniyBeliyKorol.txt,Воинственный белый король,"Андерсон, Пол"
4,4,http://lib.ru/INOFANT/../ANDERSON/OperatziyaHaos.txt,"1. Операция ""Хаос""","Андерсон, Пол"
5,5,http://lib.ru/INOFANT/../ANDERSON/op_luna.txt,"2. Операция ""Луна""","Андерсон, Пол"
6,6,http://lib.ru/INOFANT/../ANDERSON/TriSerdtzaTriLva.txt,1. Три сердца и три льва,"Андерсон, Пол"
7,7,http://lib.ru/INOFANT/../ANDERSON/PlanetaSKotoroyNeVozvraschayutsya.txt,"2. Планета, с которой не возвращаются","Андерсон, Пол"
8,8,http://lib.ru/INOFANT/../ANDERSON/ZvezdniyLis.txt,3. Звездный лис,"Андерсон, Пол"
9,9,http://lib.ru/INOFANT/../ANDERSON/tau_zero.txt,4. Тау Ноль,"Андерсон, Пол"
10,10,http://lib.ru/INOFANT/../ANDERSON/conquer.txt,5. Завоевать три мира,"Андерсон, Пол"
11,11,http://lib.ru/INOFANT/../ANDERSON/VoynaKrylatyhLudey.txt,1. Война крылатых людей,"Андерсон, Пол"
12,12,http://lib.ru/INOFANT/../ANDERSON/ZvezdniyTorgovetz.txt,2. Звездный торговец,"Андерсон, Пол"
13,13,http://lib.ru/INOFANT/../ANDERSON/VozmutiteliSpokoystviya.txt,3. Возмутители спокойствия,"Андерсон, Пол"
14,14,http://lib.ru/INOFANT/../ANDERSON/Isav.txt,Исав,"Андерсон, Пол"
15,15,http://lib.ru/INOFANT/../ANDERSON/KoeffitzientPribyli.txt,Коэффициент прибыли,"Андерсон, Пол"
16,16,http://lib.ru/INOFANT/../ANDERSON/DenPrichastiya.txt,День причастия,"Андерсон, Пол"
17,17,http://lib.ru/INOFANT/../ANDERSON/timeptrl1.txt,1. Патруль времени,"Андерсон, Пол"
18,18,http://lib.ru/INOFANT/../ANDERSON/timeptrl.txt,1. Патруль времени (др.перевод),"Андерсон, Пол"
19,19,http://lib.ru/INOFANT/../ANDERSON/Schit.txt,4. Щит времен,"Андерсон, Пол"
20,20,http://lib.ru/INOFANT/../ANDERSON/dancer.txt,Танцовщица из Атлантиды,"Андерсон, Пол"
21,21,http://lib.ru/INOFANT/../ANDERSON/go_time.txt,"Нам, пожалуй, пора идти...","Андерсон, Пол"
22,22,http://lib.ru/INOFANT/../ANDERSON/ChuvstvitelniyChelovek.txt,Чувствительный человек,"Андерсон, Пол"
23,23,http://lib.ru/INOFANT/../ANDERSON/Tormoz.txt,Тормоз,"Андерсон, Пол"
24,24,http://lib.ru/INOFANT/../ANDERSON/DuelNaMarse.txt,Дуэль на Марсе,"Андерсон, Пол"
25,25,http://lib.ru/INOFANT/../ANDERSON/grnthumb.txt,Зеленая рука,"Андерсон, Пол"
26,26,http://lib.ru/INOFANT/../ANDERSON/sunslord.txt,Властелин тысячи солнц,"Андерсон, Пол"
27,27,http://lib.ru/INOFANT/../ANDERSON/bm_vremeni.txt,Боевая машина времени,"Андерсон, Пол"
28,28,http://lib.ru/INOFANT/../ANDERSON/LakomiyKusok.txt,2.Лакомый кусок,"Андерсон, Пол"
29,29,http://lib.ru/INOFANT/../ANDERSON/BytTrusom.txt,4.Быть трусом,"Андерсон, Пол"
30,30,http://lib.ru/INOFANT/../ANDERSON/conan_12.txt,Секира света,"Андерсон, Пол"
31,31,http://lib.ru/INOFANT/../ANDERSON/DemonOstrovaSkatteri.txt,ПА&Броксон. Демон острова Скаттери,"Андерсон, Пол"
32,32,http://lib.ru/INOFANT/../ANDERSON/VepulnennoeZadanie.txt,Выполненное задание,"Андерсон, Пол"
33,33,http://lib.ru/INOFANT/../ANDERSON/anders3.txt,Полет в навсегда,"Андерсон, Пол"
34,34,http://lib.ru/INOFANT/../ANDERSON/ZvezdniyTuman.txt,Звездный туман,"Андерсон, Пол"
35,35,http://lib.ru/INOFANT/../ANDERSON/queenair.txt,Царица ветров и тьмы,"Андерсон, Пол"
36,36,http://lib.ru/INOFANT/../ANDERSON/shield.txt,Щит,"Андерсон, Пол"
37,37,http://lib.ru/INOFANT/../ANDERSON/time_lag.txt,Сдвиг во времени,"Андерсон, Пол"
38,38,http://lib.ru/INOFANT/../ANDERSON/r_a4.txt,Люди неба,"Андерсон, Пол"
39,39,http://lib.ru/INOFANT/../ANDERSON/kyrie3.txt,Kyrie (пер.В.Карчевский),"Андерсон, Пол"
40,40,http://lib.ru/INOFANT/../ANDERSON/r_a2.txt,Бесконечная игра,"Андерсон, Пол"
41,41,http://lib.ru/INOFANT/../ANDERSON/Getto.txt,Гетто,"Андерсон, Пол"
42,42,http://lib.ru/INOFANT/../ANDERSON/remember.txt,Далекие воспоминания,"Андерсон, Пол"
43,43,http://lib.ru/INOFANT/../ANDERSON/12-81.txt,Драгоценности марсианской короны,"Андерсон, Пол"
44,44,http://lib.ru/INOFANT/../ANDERSON/mrtcrown.txt,Сокровища марсианской короны(др.перевод),"Андерсон, Пол"
45,45,http://lib.ru/INOFANT/../ANDERSON/Eutopiya.txt,Еутопия,"Андерсон, Пол"
46,46,http://lib.ru/INOFANT/../ANDERSON/zaderjka.txt,Задержка в развитии,"Андерсон, Пол"
47,47,http://lib.ru/INOFANT/../ANDERSON/r_zemlyanin.txt,"Землянин, поберегись!","Андерсон, Пол"
48,48,http://lib.ru/INOFANT/../ANDERSON/joe.txt,Зовите меня Джо,"Андерсон, Пол"
49,49,http://lib.ru/INOFANT/../ANDERSON/r_a3.txt,Конец Пути,"Андерсон, Пол"
50,50,http://lib.ru/INOFANT/../ANDERSON/KoroliNaZaklanie.txt,Короли на заклание,"Андерсон, Пол"
51,51,http://lib.ru/INOFANT/../ANDERSON/kyrie.txt,Литания,"Андерсон, Пол"
52,52,http://lib.ru/INOFANT/../ANDERSON/kyrie2.txt,Литания (пер.Б.Александров),"Андерсон, Пол"
53,53,http://lib.ru/INOFANT/../ANDERSON/pirate.txt,Мародер,"Андерсон, Пол"
54,54,http://lib.ru/INOFANT/../ANDERSON/MusorschikiLuny.txt,Мусорщики Луны,"Андерсон, Пол"
55,55,http://lib.ru/INOFANT/../ANDERSON/nastanetvr.txt,Настанет время,"Андерсон, Пол"
56,56,http://lib.ru/INOFANT/../ANDERSON/no_truce.txt,Нет мира с королями,"Андерсон, Пол"
57,57,http://lib.ru/INOFANT/../ANDERSON/Pamyat.txt,Память,"Андерсон, Пол"
58,58,http://lib.ru/INOFANT/../ANDERSON/r_a5.txt,Пегий гиппогриф,"Андерсон, Пол"
59,59,http://lib.ru/INOFANT/../ANDERSON/trnpoint.txt,Поворотный пункт,"Андерсон, Пол"
60,60,http://lib.ru/INOFANT/../ANDERSON/PosledneeChudovische.txt,Последнее чудовище,"Андерсон, Пол"
61,61,http://lib.ru/INOFANT/../ANDERSON/PoslednieIzMogikan.txt,Последние из могикан,"Андерсон, Пол"
62,62,http://lib.ru/INOFANT/../ANDERSON/chelowech.txt,Роль человечины,"Андерсон, Пол"
63,63,http://lib.ru/INOFANT/../ANDERSON/RukaPomoschi.txt,Рука помощи,"Андерсон, Пол"
64,64,http://lib.ru/INOFANT/../ANDERSON/voyage.txt,Самое долгое плавание,"Андерсон, Пол"
65,65,http://lib.ru/INOFANT/../ANDERSON/Svet.txt,Свет,"Андерсон, Пол"
66,66,http://lib.ru/INOFANT/../ANDERSON/sister.txt,Сестра Земли,"Андерсон, Пол"
67,67,http://lib.ru/INOFANT/../ANDERSON/03-69.txt,Убить марсианина,"Андерсон, Пол"
68,68,http://lib.ru/INOFANT/../ANDERSON/earlyman.txt,"Человек, который пришел слишком рано","Андерсон, Пол"
69,69,http://lib.ru/INOFANT/../ANDERSON/ChertogiMerfi.txt,Чертоги Мэрфи,"Андерсон, Пол"
70,70,http://lib.ru/INOFANT/../ANDERSON/ChuvstvaIncorporated.txt,"Чувства, Инкорпорейтед","Андерсон, Пол"
71,71,http://lib.ru/INOFANT/../ANDERSON/ProblemaStradaniya.txt,Проблема страдания,"Андерсон, Пол"
72,72,http://lib.ru/INOFANT/../ANDERSON/SamiyBystriySposobStatEtnologom.txt,Самый быстрый способ стать этнологом,"Андерсон, Пол"
73,73,http://lib.ru/INOFANT/../ANDERSON/SezonProscheniya.txt,Сезон прощения,"Андерсон, Пол"
0,0,http://lib.ru/INOFANT/DONALDSON/covenan3.txt,"3. Сила, которая защищает","Дональдсон, Стивен Р."
1,1,http://lib.ru/INOFANT/DONALDSON/strana1.txt,"1. Раненая страна. Том 1,2","Дональдсон, Стивен Р."
0,0,http://lib.ru/TALES/TYUHTYAEWY/http://www.pumbriya.narod.ru/fan.html,"Неофициальный фан-клуб книги ""Зоки и Бада"" у Пумбрии",Ирина и Леонид Тюхтяевы. Зоки и Бада
0,0,http://lib.ru/RUFANT/../USPENSKIJM/../LAZARCHUK/yellows.txt,"Лазарчук,Успенский. Желтая подводная лодка ""Комсомолец Мордовии""",Успенский Михаил
1,1,http://lib.ru/RUFANT/../USPENSKIJM/jelly.txt,Холодец,Успенский Михаил
2,2,http://lib.ru/RUFANT/../USPENSKIJM/rasskazy.txt,Рассказы,Успенский Михаил
3,3,http://lib.ru/RUFANT/../USPENSKIJM/http://www.list.krsk.ru/Uspensk/index.htm,Успенский на сервере ЛиСТ,Успенский Михаил
4,4,http://lib.ru/RUFANT/../USPENSKIJM/http://booknik.ru/reviews/fiction/?id=27809,"Рецензия на ""Booknik.ru"": Семь сорок на лазоревом поле (Михаил Успенский. Приключения Жихаря)",Успенский Михаил
0,0,http://lib.ru/FILOSOF/SUFI/../../BAHAUL/,Бахаулла,Суфизм
1,1,http://lib.ru/FILOSOF/SUFI/../../POEEAST/RUMI/,Джалаладдин Руми,Суфизм
2,2,http://lib.ru/FILOSOF/SUFI/HIDAYAT/,Хидаят Инаят Хан,Суфизм
3,3,http://lib.ru/FILOSOF/SUFI/../../HAJAM/,Омар Хайям,Суфизм
4,4,http://lib.ru/FILOSOF/SUFI/HIDAYAT/,Идрис Шах,Суфизм
0,0,http://lib.ru/NEWPROZA/../PROZA/../INPROZ/,Переводная проза,Современная русская проза
1,1,http://lib.ru/NEWPROZA/../PROZA/http://az.lib.ru,Русская классика,Современная русская проза
2,2,http://lib.ru/NEWPROZA/../PROZA/../RUSSLIT/,Русская проза 30-х годов,Современная русская проза
3,3,http://lib.ru/NEWPROZA/../PROZA/../NEWPROZA/,Русская проза 90-х годов,Современная русская проза
4,4,http://lib.ru/NEWPROZA/../PROZA/http://lit.lib.ru,Русская проза 2000-х годов,Современная русская проза
5,5,http://lib.ru/NEWPROZA/../PROZA/http://samlib.ru/janr/index_janr_5-1.shtml,"Проза в журнале ""Самиздат""",Современная русская проза
6,6,http://lib.ru/NEWPROZA/../PROZA/ABRAMOW/,Абрамов Федор,Современная русская проза
7,7,http://lib.ru/NEWPROZA/../PROZA/http://lit.lib.ru/a/agafonow_w_j/,Агафонов Василий,Современная русская проза
8,8,http://lib.ru/NEWPROZA/../PROZA/ADAMOWICH_A/,Адамович Алесь,Современная русская проза
9,9,http://lib.ru/NEWPROZA/../PROZA/../AZOLXSKIJ/,Азольский Анатолий,Современная русская проза
10,10,http://lib.ru/NEWPROZA/../PROZA/AJTMATOW/,Айтматов Чингиз,Современная русская проза
11,11,http://lib.ru/NEWPROZA/../PROZA/AKIMOW/,Акимов Игорь,Современная русская проза
12,12,http://lib.ru/NEWPROZA/../PROZA/../RUSS_DETEKTIW/BAKUNIN/,Акунин Борис,Современная русская проза
13,13,http://lib.ru/NEWPROZA/../PROZA/ALEKSIN/,Алексин Анатолий,Современная русская проза
14,14,http://lib.ru/NEWPROZA/../PROZA/ALESHKOWSKIJ/,Алешковский Юз,Современная русская проза
15,15,http://lib.ru/NEWPROZA/../PROZA/http://lit.lib.ru/a/alimzhanow_a_t/,Алимжанов Ануар,Современная русская проза
16,16,http://lib.ru/NEWPROZA/../PROZA/ANDRONIKOW/,Андроников Ираклий,Современная русская проза
17,17,http://lib.ru/NEWPROZA/../PROZA/http://lit.lib.ru/a/ancharow_m_l/,Анчаров Михаил,Современная русская проза
18,18,http://lib.ru/NEWPROZA/../PROZA/ARSENOW/,Арсенов Яков,Современная русская проза
19,19,http://lib.ru/NEWPROZA/../PROZA/ARSENTIEW/,Арсеньев В.К.,Современная русская проза
20,20,http://lib.ru/NEWPROZA/../PROZA/ASTAFIEW/,Астафьев Виктор,Современная русская проза
21,21,http://lib.ru/NEWPROZA/../PROZA/BAKLANOW/,Бакланов Григорий,Современная русская проза
22,22,http://lib.ru/NEWPROZA/../PROZA/BALTER/,Балтер Борис,Современная русская проза
23,23,http://lib.ru/NEWPROZA/../PROZA/BAHWALOW_A/,Бахвалов Александр,Современная русская проза
24,24,http://lib.ru/NEWPROZA/../PROZA/BEDNYJ_B/,Бедный Борис,Современная русская проза
25,25,http://lib.ru/NEWPROZA/../PROZA/BEK/,Бек Александр,Современная русская проза
26,26,http://lib.ru/NEWPROZA/../PROZA/BELILOWSKIJ/,Белиловский Михаил,Современная русская проза
27,27,http://lib.ru/NEWPROZA/../PROZA/BELYAEW_W/,Беляев Владимир,Современная русская проза
28,28,http://lib.ru/NEWPROZA/../PROZA/BITOW/,Битов Андрей,Современная русская проза
29,29,http://lib.ru/NEWPROZA/../PROZA/../MEMUARY/AFGAN/BOBROW_G/,Бобров Глеб,Современная русская проза
30,30,http://lib.ru/NEWPROZA/../PROZA/BOGDANOW_L/,Богданов Леонид,Современная русская проза
